processid,class,order,suborder,infraorder,superfamily,family,subfamily,tribe,subtribe,genus,subgenus,species,subspecies,country,realm,label
CRKAT007-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRKAT007-23_Elateridae_NA_NA_NA_Costa_Rica
CRLDA12401-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA12401-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA20370-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA20370-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA30352-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA30352-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA31362-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA31362-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA48392-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA48392-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA49722-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA49722-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDA49792-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDA49792-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDB4426-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDB4426-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDC44807-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDC44807-24_Elateridae_NA_NA_NA_Costa_Rica
CRLDD43091-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLDD43091-24_Elateridae_NA_NA_NA_Costa_Rica
CRLSB11897-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLSB11897-24_Elateridae_NA_NA_NA_Costa_Rica
CRLSB11909-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLSB11909-24_Elateridae_NA_NA_NA_Costa_Rica
CRLSB26632-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLSB26632-24_Elateridae_NA_NA_NA_Costa_Rica
CRLSB29187-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLSB29187-24_Elateridae_NA_NA_NA_Costa_Rica
CRLSB31014-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRLSB31014-24_Elateridae_NA_NA_NA_Costa_Rica
CRMBA14502-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMBA14502-24_Elateridae_NA_NA_NA_Costa_Rica
CRMBA1602-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMBA1602-24_Elateridae_NA_NA_NA_Costa_Rica
CRMBA31552-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMBA31552-24_Elateridae_NA_NA_NA_Costa_Rica
CRMBA6780-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMBA6780-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA12131-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA12131-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA12325-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA12325-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA12452-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA12452-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA1570-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA1570-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA1830-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA1830-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA2957-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA2957-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA7487-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA7487-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLA7551-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLA7551-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB1725-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB1725-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB1749-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB1749-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB1758-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB1758-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB2398-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB2398-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB3059-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB3059-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLB3089-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLB3089-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLC2689-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLC2689-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLC5420-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLC5420-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLE094-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLE094-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLE530-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLE530-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLF4091-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLF4091-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLH6490-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLH6490-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLH6919-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLH6919-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLH7427-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLH7427-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLI5226-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLI5226-24_Elateridae_NA_NA_NA_Costa_Rica
CRMLI5318-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMLI5318-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNA1404-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNA1404-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNA3426-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNA3426-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNA4150-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNA4150-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNA4197-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNA4197-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB2061-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB2061-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB2080-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB2080-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB2986-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB2986-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB4511-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB4511-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB4900-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB4900-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB491-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB491-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB531-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB531-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNB7063-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNB7063-24_Elateridae_NA_NA_NA_Costa_Rica
CRMND2756-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMND2756-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNE8641-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNE8641-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNF1061-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNF1061-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNF4293-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNF4293-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNF4618-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNF4618-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNF5389-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNF5389-24_Elateridae_NA_NA_NA_Costa_Rica
CRMNF5440-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRMNF5440-24_Elateridae_NA_NA_NA_Costa_Rica
CROAB11096-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB11096-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB28126-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB28126-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB32273-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB32273-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB3362-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB3362-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB33757-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB33757-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB41288-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB41288-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB41407-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB41407-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB42657-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB42657-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB51314-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB51314-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB5810-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB5810-21_Elateridae_NA_NA_NA_Costa_Rica
CROAB7148-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAB7148-21_Elateridae_NA_NA_NA_Costa_Rica
CROAC15886-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAC15886-21_Elateridae_NA_NA_NA_Costa_Rica
CROAC1827-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAC1827-21_Elateridae_NA_NA_NA_Costa_Rica
CROAD10961-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAD10961-22_Elateridae_NA_NA_NA_Costa_Rica
CROAD15532-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAD15532-22_Elateridae_NA_NA_NA_Costa_Rica
CROAD228-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAD228-22_Elateridae_NA_NA_NA_Costa_Rica
CROAD282-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAD282-22_Elateridae_NA_NA_NA_Costa_Rica
CROAE13369-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROAE13369-23_Elateridae_NA_NA_NA_Costa_Rica
CROCA10529-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA10529-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA10534-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA10534-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA11183-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA11183-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA11505-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA11505-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA16572-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA16572-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA2745-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA2745-21_Elateridae_NA_NA_NA_Costa_Rica
CROCA31086-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROCA31086-21_Elateridae_NA_NA_NA_Costa_Rica
CROZA4308-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CROZA4308-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEA1804-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEA1804-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEA1967-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEA1967-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEA32668-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEA32668-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEA32695-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEA32695-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEA3693-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEA3693-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEB14465-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEB14465-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEB19605-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEB19605-21_Elateridae_NA_NA_NA_Costa_Rica
CRPEB29936-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPEB29936-21_Elateridae_NA_NA_NA_Costa_Rica
CRPED13725-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPED13725-21_Elateridae_NA_NA_NA_Costa_Rica
CRPED18915-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPED18915-21_Elateridae_NA_NA_NA_Costa_Rica
CRPED18916-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPED18916-21_Elateridae_NA_NA_NA_Costa_Rica
CRPED18918-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPED18918-21_Elateridae_NA_NA_NA_Costa_Rica
CRPED25670-21,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPED25670-21_Elateridae_NA_NA_NA_Costa_Rica
CRPSA25050-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPSA25050-23_Elateridae_NA_NA_NA_Costa_Rica
CRPSA5178-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPSA5178-22_Elateridae_NA_NA_NA_Costa_Rica
CRPTA23251-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTA23251-24_Elateridae_NA_NA_NA_Costa_Rica
CRPTB14125-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTB14125-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTC50465-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTC50465-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTC50624-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTC50624-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD10176-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD10176-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD10313-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD10313-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD10618-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD10618-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD11856-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD11856-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD13162-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD13162-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD17585-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD17585-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD17732-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD17732-25_Elateridae_NA_NA_NA_Costa_Rica
CRPTD371-25,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRPTD371-25_Elateridae_NA_NA_NA_Costa_Rica
CRQUB11975-22,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRQUB11975-22_Elateridae_NA_NA_NA_Costa_Rica
CRQUD7104-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRQUD7104-24_Elateridae_NA_NA_NA_Costa_Rica
CRSAA18378-24,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSAA18378-24_Elateridae_NA_NA_NA_Costa_Rica
CRSCA4792-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSCA4792-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA11204-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA11204-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA14821-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA14821-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA15100-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA15100-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA15177-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA15177-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA2273-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA2273-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA3639-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA3639-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA719-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA719-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA9901-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA9901-23_Elateridae_NA_NA_NA_Costa_Rica
CRSEA9929-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSEA9929-23_Elateridae_NA_NA_NA_Costa_Rica
CRSGA11450-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSGA11450-23_Elateridae_NA_NA_NA_Costa_Rica
CRSGA178-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSGA178-23_Elateridae_NA_NA_NA_Costa_Rica
CRSGA6226-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSGA6226-23_Elateridae_NA_NA_NA_Costa_Rica
CRSGA6254-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSGA6254-23_Elateridae_NA_NA_NA_Costa_Rica
CRSGA6303-23,Insecta,Coleoptera,NA,NA,NA,Elateridae,NA,NA,NA,NA,NA,NA,NA,Costa Rica,Panamanian,CRSGA6303-23_Elateridae_NA_NA_NA_Costa_Rica
